url,label,kategori
http://meta-profiles.invoice-ads-process.com/,phishing,Mixed Content
https://roblox.com.ge/games/85811969623710/Sword-Fighting-773855?privateServerLinkCode=40996480944674634315323368510113,phishing,Typosquatting
http://login05.agency-business-network.com/,phishing,Mixed Content
http://join-wtspa.pages.dev/,phishing,Mixed Content
https://recibetucredit0aprovado.ct.ws/?i=1,phishing,Typosquatting
https://sourcefuel.co.zw/DE33333DHLweb06052026g3mbh/,phishing,Typosquatting
https://sourcefuel.co.zw/DE33333DHLweb06052026g3mbh/load.php,phishing,Typosquatting
https://sourcefuel.co.zw/DE33333DHLweb06052026g3mbh/amount.php,phishing,Typosquatting
https://agency-meta.invoice-ads-manager.com/,phishing,Typosquatting
https://workspace.credit-agency-meta.com/,phishing,Typosquatting
https://david-houston385468678.pages.dev/help/contact/589328353532303,phishing,Typosquatting
https://eric-brown991892.pages.dev/help/contact/355782213974054,phishing,Typosquatting
https://david-houston385468678.pages.dev/help/contact/501056879685542,phishing,Typosquatting
http://soporte-rastreom-x2.com/ICL26/,phishing,Mixed Content
http://pub-a77375725cbe4ebebbbb725baa062262.r2.dev/aw.html,phishing,Mixed Content
http://pub-8c1c14c3b0d64d0099312bb4670f2e23.r2.dev/hjokedd.html,phishing,Mixed Content
http://pub-d69c77ba755745888f5f3bae287f77ec.r2.dev/qzindex.html,phishing,Mixed Content
http://pub-35312b95baf4482f8dd1d6c35e6943a1.r2.dev/mnbvasd.html,phishing,Mixed Content
https://alcanceplus.s3.us-east-005.backblazeb2.com/aumento.html,phishing,Excessive Subdomains
http://pub-f7076e6b96664daf90ae8357ef8b9110.r2.dev/DF1.html,phishing,Mixed Content
http://lphone-lost.com/ICL26/,phishing,Mixed Content
http://soporte-rastreom-x.com/ICL26/,phishing,Mixed Content
https://netflix-clone-tau-ten.vercel.app/,phishing,Typosquatting
http://roblox.com.ge/login?returnUrl=0121298859485642,phishing,Mixed Content
https://roblox.com.ge/users/6105653283/profile/,phishing,Typosquatting
https://sapphire-shannen-90.tiiny.site/?eta=alor2@0985b805da5dc0bd022eba46e28b70e3fc56.net,phishing,Suspicious TLDs
https://ipfs.io/ipfs/bafkreigpysgznoiy6tpehtfblhvkmg2vb3ihz2t3odeeqkrffv5tyalpwi,phishing,Typosquatting
https://console.credit-agency-meta.com/,phishing,Typosquatting
https://www.robiox.com.py/users/385253617236/profile,phishing,Typosquatting
https://ipfs.io/ipfs/bafybeidqqho3fw4rzaqc3hx4p2f57skjnockf2szgq6hkwcvjc3gorygme/,phishing,Typosquatting
https://mellifluous-mandazi-cda826.netlify.app/,phishing,Typosquatting
https://ipfs.io/ipfs/bafkreifrn2epr26pgeac2mrskziu35ixajxsn33ga27k4og5q7azq5sphe,phishing,Typosquatting
https://www.robiox.com.py/users/273062511049/profile,phishing,Typosquatting
https://inhouseplumbingcompany-sewer.pages.dev/dp/B09DRX62ZV,phishing,Typosquatting
https://ingso-finanz2026.gamer.gd/?i=1,phishing,Typosquatting
https://www.robiox.com.py/games/131623223084840/Escape-Tsunami-For-Brainrots?privateServerLinkCode=186497221937442819482132843941,phishing,Typosquatting
https://kucoinjologin.gitbook.io/,phishing,Credential Harvesting
https://sso-ca-netcoins----cdn.webflow.io/,phishing,Typosquatting
https://devadasu6305.github.io/Netflix-clone-repo/,phishing,Typosquatting
https://amazonwebservices.security-unauthorised-request.com/login/Mgk-WCxcfmgseLHDblkV8Onp_5Wk9ykC3UkY=2Aw==0UV1RSl9eb1xfV1le/U5vi3iQc2ZYY-EdD-wtEnZbBycRD5f72,phishing,Credential Harvesting
https://roblox.com.ge/users/7533428443/profile/,phishing,Typosquatting
https://david-ncv134.pages.dev/help/contact,phishing,Typosquatting
https://roblox.com.ge/users/9064149940/profile,phishing,Typosquatting
https://itradingservices.com/wp-content/plugins/maintenance/css/Select/index.php/,phishing,Typosquatting
https://meta-verified.bussines-partner-agency.com/,phishing,Typosquatting
https://dev-ruddro.github.io/Facebook-Login-Page/,phishing,Credential Harvesting
https://www.robiox.com.gr/users/9557766577/profile,phishing,Typosquatting
https://www.robiox.com.py/users/282389419652/profile,phishing,Typosquatting
https://www.robiox.com.py/users/262683709646/profile,phishing,Typosquatting
https://dishas08.github.io/Netflix_Clone_Website/,phishing,Typosquatting
https://vedavikasd.github.io/Amazon-OOP/,phishing,Typosquatting
https://www.robiox.com.py/users/217025834840/profile,phishing,Typosquatting
http://sami607-ui.github.io/freeflix,phishing,Mixed Content
https://pr-universe.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
https://syampilli.github.io/netflix/,phishing,Typosquatting
https://www.365protectedhub.com/AccountSelectionPage/c?c=5c6ca735-771c-4f9a-8ec5-bfe476a32d9a-7c71451c-ba4e-489d-9669-86b2c562fa7e,phishing,Credential Harvesting
https://fundodealavancamaio.s3.us-east-005.backblazeb2.com/aumento.html,phishing,Excessive Subdomains
https://www.robiox.com.py/users/286858877668/profile/,phishing,Typosquatting
https://www.roblox.com.et/communities/715281268208/-ROSCRIPT,phishing,Typosquatting
https://chanchalkumari123.github.io/Mega-Big-Market/,phishing,Typosquatting
https://sign.webaccess-alert.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
https://s3.hmstorage.net/de5545b8-401f-486c-a1d2-36f48c369785/session/ecount/updateddddddd_ecount.html,phishing,Credential Harvesting
https://roblox.com.ge/games/120769742485496/Get-Verified?privateServerLinkCode=69155647945445362618402496055839,phishing,Typosquatting
https://cilla300.github.io/clone-netflix/,phishing,Typosquatting
https://www.robiox.com.py/users/483455787348/profile,phishing,Typosquatting
https://trezo-bridge.vercel.app/,phishing,Typosquatting
https://inhouseplumbingcompany-sewer.pages.dev/dp/B0CG2TPLJV,phishing,Typosquatting
https://padmalochan-812.github.io/Amazon-clone/,phishing,Typosquatting
https://inner.website/127ba02f41e09347defaa18d425fd1defc97.html,phishing,Typosquatting
https://pro-suite.credit-agency-meta.com/,phishing,Typosquatting
https://www.robiox.com.py/users/246466434356/profile/,phishing,Typosquatting
https://www.roblox.et/users/4650499829/profile,phishing,Typosquatting
https://xn--xq5ap4m.cc.cd/,phishing,Punycode
https://amazon-clone-alpha-seven.vercel.app/,phishing,Typosquatting
https://ptshopee3677.blogspot.com/,phishing,Typosquatting
https://facebook-data.invoice-ads-manager.com/,phishing,Typosquatting
https://exam-login.webaccess-alert.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Credential Harvesting
https://authentication.ms/E.7YZpLz4aF9F01uccAg?/VGhlIG5leHQgZ2VuZXJhdGlvbiBvZiBzZWN1cml0eSBhd2FyZW5lc3MgaXMgZGVzaWduZWQgZm9yIGVtcGxveWVlcyBhbmQgYnVpbHQgZm9yIGVudGVycHJpc2VzLiBPdXIgaW5kdXN0cnktbGVhZGluZyByZXN1bHRzIGFyZSBwb3dlcmVkIGJ5IGNvZ25pdGl2ZSBhdXRvbWF0aW9uLg,phishing,Credential Harvesting
http://www.program-resmi27.blogspot.com/,phishing,Mixed Content
https://www.amazon-clone-jade-eight.vercel.app/,phishing,Typosquatting
https://insta-login-clone.vercel.app/,phishing,Credential Harvesting
https://roblox.com.ge/users/6486236930/profile,phishing,Typosquatting
https://www.robiox.com.py/users/215279376326/profile,phishing,Typosquatting
http://by.byqgwcgzs.cn/,phishing,Mixed Content
http://simplytestingstuffout.xyz/,phishing,Suspicious TLDs
https://www.shopee4678.blogspot.com/,phishing,Typosquatting
https://workspace-pro.credit-agency-meta.com/,phishing,Typosquatting
https://facebook-reporting.invoice-ads-manager.com/,phishing,Typosquatting
http://preetham-2007.github.io/Netflix-Homepage,phishing,Mixed Content
http://facebook-confirmed.invoice-ads-program.com/,phishing,Mixed Content
http://as04-cybernova.github.io/Amazon_Clone_Website,phishing,Mixed Content
https://vwvvwbancainternacional.digital/,phishing,Typosquatting
http://www.robiox.com.py/games/102168567330694/Character-Talk?privateServerLinkCode=392053569243641446047646769545,phishing,Mixed Content
https://www.robiox.com.py/users/193307381324/profile,phishing,Typosquatting
http://ndxcalogi.weebly.com/,phishing,Mixed Content
https://member44.marketing-agency-network.com/,phishing,Typosquatting
https://ipfs.io/ipfs/bafkreiegcz3lxxpdvmp6t2cisfhovfdsol6votihv6vw7ixifynaplzjva/,phishing,Typosquatting
https://login-ledgger-load-io-patch.vercel.app/ledger%20form/index.html,phishing,Credential Harvesting
https://login-ledgger-load-io-subnet.vercel.app/ledger%20form/index.html,phishing,Credential Harvesting
https://ajibolahannah.github.io/Net/,phishing,Typosquatting
http://ig.do/Blox-Fruits-private-Server-Code-731241732343237023930417434378,phishing,Mixed Content
https://www.roblox.com.et/users/401210215870/profile,phishing,Typosquatting
https://afsilaafi.github.io/Amazon2/,phishing,Typosquatting
http://www.robiox.com.py/users/253227658366/profile,phishing,Mixed Content
https://read.all-global-hr.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
http://txdmv.uphsx.shop/pay/a_index.html,phishing,Mixed Content
http://program-resmi115.blogspot.com/?m=1,phishing,Mixed Content
http://64bd7001ee38684d1f26ca3c--incredible-sfogliatella-f1a54c.netlify.app/,phishing,Mixed Content
https://madandas01.github.io/amazon-clone/,phishing,Typosquatting
https://robiox.com.af/users/2553313889/profile/,phishing,Typosquatting
https://www.robiox.com.py/users/272194061263/profile,phishing,Typosquatting
http://amazon-clone-coral-nine.vercel.app/,phishing,Mixed Content
https://e.updatedtravel.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Credential Harvesting
https://psce.pw/Fisch-game-server/,phishing,Suspicious TLDs
https://robloxr.com.es/users/767705078/profilee,phishing,Typosquatting
https://135461223.site/458/bb368be3-caa3-4d3c-854d-d43584b39596/718619/x,phishing,Suspicious TLDs
https://facebook-media.invoice-ads-manager.com/,phishing,Typosquatting
http://layanan-shopee447.blogspot.com/,phishing,Mixed Content
http://amazone-web-clone.vercel.app/,phishing,Mixed Content
http://priyanshukumar-webdeveloper.github.io/Amazon-Re-create,phishing,Mixed Content
https://workspace.partner-programhub.com/,phishing,Typosquatting
http://alokkumar1212.github.io/Amazon-logo,phishing,Mixed Content
http://webmailbell.vercel.app/,phishing,Mixed Content
http://shiiwvv.github.io/Netflix-UI-Clone,phishing,Mixed Content
http://member46.marketing-agency-network.com/,phishing,Mixed Content
https://blockfiiloginnn.webflow.io/,phishing,Credential Harvesting
https://www.robiox.com.py/users/162561327147/profile/,phishing,Typosquatting
http://tajinder-code-planet.github.io/sampletestcoffe,phishing,Mixed Content
https://www.support-mondial.com/captcha.php/,phishing,Typosquatting
https://execution-process.accounts-admin-agency.com/,phishing,Credential Harvesting
http://shopee719.blogspot.com/,phishing,Mixed Content
http://f.digitalmaillane.com/igit/4/9twcynlTnwpowtal1vTemcTtp3f8uvTb60TxxpT8lT1Tu,phishing,Mixed Content
https://bloger.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
https://bkmr.verifytoken.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Credential Harvesting
https://www.robiox.com.py/users/143036645588/profile,phishing,Typosquatting
http://bafkreieeqaqtcnwgrclnfcg7uuz35tcjyqoutct6h5mcxpsdvge5la5the.ipfs.dweb.link/,phishing,Mixed Content
https://damaca.vn/lang/wap/,phishing,Typosquatting
https://roblox.com.ge/games/94404738162776/obby-2-vibe-new-poses?privateServerLinkCode=04517107966287398914309248462316,phishing,Typosquatting
http://f.digitalmaillane.com/igit/4/btu12lrEt40jiev6mgEz7xEj0afiqgEwrlEkiaEt6EmEf,phishing,Mixed Content
https://bafkreifhlk67w4gfxlxfyamscl3slqwaidayscuqjfeizfg4jx7n3g772i.ipfs.dweb.link/,phishing,Typosquatting
https://bafybeibvzu52qfdgathxv4jnok34vgz5bb3q6isjsqa6jlpuzopuzxbfse.ipfs.dweb.link/,phishing,Typosquatting
https://www.robiox.com.py/users/358133376842/profile,phishing,Typosquatting
https://roblox.com.ge/games/11526805286/?privateServerLinkCode=10708807457124575465122397684815,phishing,Typosquatting
https://roblox.com.ge/communities/4355053356/,phishing,Typosquatting
https://www.robiox.com.py/users/462414114444/profile/,phishing,Typosquatting
http://straight-lavender-dmg1wzzmq7.edgeone.app/,phishing,Mixed Content
https://electric-utilities.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Typosquatting
https://ipfs.io/ipfs/bafybeigcj3ipbugaijwsba2tlo6pqz2xynbjmw2d2wydyiligyfrwlvwoa/intgr.html?eta=3mail@a.b.c0,phishing,Mixed Content
https://facebook-member.invoice-ads-manager.com/,phishing,Typosquatting
https://cloudauth-gateway.com/p/u/uVKvCQLfGB,phishing,Credential Harvesting
https://clone-login-insta.vercel.app/,phishing,Credential Harvesting
http://niheer04.github.io/netflix-landing-page-,phishing,Mixed Content
https://gauravpareta-101.github.io/Amazon-Clone/,phishing,Typosquatting
https://rajshree051205-cloud.github.io/E-commerce-UIClone/,phishing,Typosquatting
https://finu-fayiz.github.io/Netflix-clone/,phishing,Typosquatting
https://ipfs.io/ipfs/bafkreid6frmf7kxp4yufj3h4fav2wh5awtmjkesnxc6e6myk4bpq3hwmce?eta=3mail@a.b.c0,phishing,Mixed Content
https://facebook-customer.invoice-ads-manager.com/,phishing,Typosquatting
https://facebook-username.invoice-ads-manager.com/,phishing,Typosquatting
https://ledgerlive-nanox-customer-supportcd.vercel.app/ledger%20form/index.html,phishing,Typosquatting
https://facebook-team.invoice-ads-manager.com/,phishing,Typosquatting
https://facebook-control.invoice-ads-manager.com/,phishing,Typosquatting
https://sunrise.jalenemurphy.com/rd/html/index.html,phishing,Typosquatting
https://sunrise.jalenemurphy.com/rd,phishing,Typosquatting
https://shubnumsulima2.github.io/aprilpurchaseorderupdated/submittedpoapprovaldocument,phishing,Credential Harvesting
https://swisspost.ch-pay283532.cc/49s-qxgIJZ,phishing,Typosquatting
https://usps-wa-dev-gedsgvf9gad3g5bp.eastus-01.azurewebsites.net/,phishing,Typosquatting
https://bafkreigsmewrun475afbkjhicriv2bmm4eyztk6gdkmooeopzik33h7iqy.ipfs.dweb.link/?filename=chame_persna.html,phishing,Typosquatting
https://bafybeibkvhbsc2o2zbzilygrls65uyxmbxfdnk3mz35buvooyah7jpsbua.ipfs.dweb.link/,phishing,Typosquatting
https://microsoft.authorised-support.com/new-account/EOzAFbYj1bjLmgufSIlKJJR9Kpvsy5kc3UkY=3Ag==3XlpQQVxAXFVHbF9cVFpdbERaR1tsQ1JAQERcQVc=/6Xx5KG1mKRNjeU3rSnC8diFTM7R4V1de,phishing,Credential Harvesting
